Date,Device,Resource,Avg_Util_(%),Peak_Hourly_Avg_Util_(%),Peak_Util_(%),Avg_Discards_(%),Max_Hourly_Avg_Discards_(%),Avg_Errors_(%),Max_Hourly_Avg_Errors_(%)
08-06-2023,AMRPLEXKY01AS11-01,AMRPLEXKY01AS11-01_E113/1/31_527435648_lgs1inf0005xwp (Sys ID IBM0825),0.0,0.08,0.97,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS11-01,AMRPLEXKY01AS11-01_E113/1/42_527436352_LGS2INF0060XRP (Sys ID IBM0801),0.0,0.01,0.01,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS11-01,AMRPLEXKY01AS11-01_E113/1/43_527436416_LGS2INF0061XRP (Sys ID IBM0802),0.0,0.0,0.02,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS11-01,AMRPLEXKY01AS11-01_E113/1/44_527436480_LGS2INF0061XRP (Sys ID IBM0802),0.0,0.03,0.36,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS11-01,AMRPLEXKY01AS11-01_E113/1/45_527436544_LGS2INF0062XRP (Sys ID IBM0803),0.0,0.01,0.02,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS11-01,AMRPLEXKY01AS11-01_E113/1/46_527436608_LGS2INF0062XRP (Sys ID IBM0803),0.0,0.0,0.01,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS11-01,AMRPLEXKY01AS11-01_port-channel1017_369099768_lgs2inf0021xwp,0.0,0.07,0.6,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS11-01,AMRPLEXKY01AS11-01_port-channel1023_369099774_las2app1040xwp,0.0,0.04,0.44,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS11-01,AMRPLEXKY01AS11-01_port-channel109_369098860_AS11-01fx109,0.0,0.0,0.02,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS11-01,AMRPLEXKY01AS11-01_port-channel1223_369099974_LGS2VIO2001PPP (Sys ID IBM0754),0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS11-01,AMRPLEXKY01AS11-01_port-channel1225_369099976_LGS2VIO2302PPP (Sys ID IBM0761),0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS11-01,AMRPLEXKY01AS11-01_port-channel1421_369100172_LGS2INF0004ARP  (Sys ID ibm0409),0.0,0.09,0.83,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS11-01,AMRPLEXKY01AS11-01_port-channel1431_369100182_lgs1inf0005xwp (Sys ID IBM0825),0.0,0.1,1.18,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS11-01,AMRPLEXKY01AS11-01_port-channel1443_369100194_LGS2INF0061XRP (Sys ID IBM0802),0.0,0.02,0.18,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS11-01,AMRPLEXKY01AS11-01_port-channel1445_369100196_LGS2INF0062XRP (Sys ID IBM0803),0.0,0.0,0.01,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS11-01,AMRPLEXKY01AS11-01_port-channel430_369099181_LGS2INF2002XFP (SYS ID IBM0592),0.0,0.0,0.01,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS11-01,AMRPLEXKY01AS11-01_port-channel442_369099193_las2app2011xwp,0.0,0.0,0.01,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS11-01,AMRPLEXKY01AS11-01_port-channel446_369099197_las2app2014xwp,0.0,0.0,0.01,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS11-01,AMRPLEXKY01AS11-01_port-channel627_369099378_las2app2636xwp (Sys ID 2350519),0.0,0.0,0.01,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS11-01,AMRPLEXKY01AS11-01_port-channel642_369099393_LGS2VIO2101PPP (Sys ID IBM0756),0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS11-01,AMRPLEXKY01AS11-01_port-channel645_369099396_las2app2084xrp (Sys ID 2016779),0.0,0.0,0.02,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS11-01,AMRPLEXKY01AS11-01_port-channel814_369099565_LGS2VIO2201PPP (Sys ID IBM0758),0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS11-01,AMRPLEXKY01AS11-01_port-channel827_369099578_lgs2inf0020xwp,0.0,0.03,0.37,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS12-01,AMRPLEXKY01AS12-01_E1/14_436214272_AS11-01fx108,0.0,0.01,0.13,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS12-01,AMRPLEXKY01AS12-01_E1/15_436214784_AS11-01fx110,0.0,0.0,0.04,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS12-01,AMRPLEXKY01AS12-01_E1/16_436215296_AS11-01fx110,0.0,0.0,0.01,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS12-01,AMRPLEXKY01AS12-01_E102/1/36_526715072_LGS2ESX3007XVP (Sys ID IBM0837),0.0,0.01,0.02,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS12-01,AMRPLEXKY01AS12-01_E104/1/30_526845760_LGS2INF2002XFP (SYS ID IBM0592),0.0,0.0,0.01,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS12-01,AMRPLEXKY01AS12-01_E104/1/31_526845824_LGS2INF2002XFP (SYS ID IBM0592),0.0,0.0,0.01,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS12-01,AMRPLEXKY01AS12-01_E104/1/42_526846528_las2app2011xwp,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS12-01,AMRPLEXKY01AS12-01_E104/1/43_526846592_las2app2011xwp,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS12-01,AMRPLEXKY01AS12-01_E104/1/46_526846784_las2app2014xwp,0.0,0.0,0.01,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS12-01,AMRPLEXKY01AS12-01_E104/1/47_526846848_las2app2014xwp,0.0,0.0,0.03,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS12-01,AMRPLEXKY01AS12-01_E104/1/9_526844416_las1app2241xrp (Sys ID 21636190),0.0,0.0,0.01,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS12-01,AMRPLEXKY01AS12-01_E106/1/27_526976640_las2app2636xwp (Sys ID 2350519),0.0,0.0,0.01,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS12-01,AMRPLEXKY01AS12-01_E106/1/28_526976704_las2app2636xwp (Sys ID 2350519),0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS12-01,AMRPLEXKY01AS12-01_E106/1/42_526977600_LGS2VIO2101PPP (Sys ID IBM0756),0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS12-01,AMRPLEXKY01AS12-01_E106/1/45_526977792_las2app2084xrp (Sys ID 2016779),0.0,0.0,0.01,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS12-01,AMRPLEXKY01AS12-01_E108/1/14_527106880_LGS2VIO2201PPP (Sys ID IBM0758),0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS12-01,AMRPLEXKY01AS12-01_E108/1/27_527107712_lgs2inf0020xwp,0.0,0.02,0.18,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS12-01,AMRPLEXKY01AS12-01_E108/1/28_527107776_lgs2inf0020xwp,0.0,0.05,0.57,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS12-01,AMRPLEXKY01AS12-01_E108/1/43_527108736_lgs2inf0022xwp,0.0,0.04,0.3,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS12-01,AMRPLEXKY01AS12-01_E110/1/18_527238208_lgs2inf0021xwp,0.0,0.08,0.48,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS12-01,AMRPLEXKY01AS12-01_E110/1/23_527238528_las2app1040xwp,0.0,0.0,0.02,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS12-01,AMRPLEXKY01AS12-01_E110/1/24_527238592_las2app1040xwp,0.0,0.0,0.01,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS12-01,AMRPLEXKY01AS12-01_E112/1/22_527369536_LEXIBMDNS2.AMPF.COM Lan 1,0.0,0.0,0.01,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS12-01,AMRPLEXKY01AS12-01_E112/1/23_527369600_LGS2VIO2001PPP (Sys ID IBM0754),0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS12-01,AMRPLEXKY01AS12-01_E112/1/25_527369728_LGS2VIO2302PPP (Sys ID IBM0761),0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS12-01,AMRPLEXKY01AS12-01_E112/1/28_527369920_las2app2547xrp (Sys ID 2249105),0.0,0.07,0.39,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS12-01,AMRPLEXKY01AS12-01_E114/1/21_527500544_LGS2INF0004ARP  (Sys ID ibm0409),0.0,0.07,0.6,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS12-01,AMRPLEXKY01AS12-01_E114/1/22_527500608_LGS2INF0004ARP  (Sys ID ibm0409),0.0,0.03,0.29,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS12-01,AMRPLEXKY01AS12-01_E114/1/37_527501568_LEXADMINESX01,0.0,0.0,0.01,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS12-01,AMRPLEXKY01AS12-01_E114/1/39_527501696_lgs1inf0005xwp (Sys ID IBM0825),0.0,0.06,0.71,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS12-01,AMRPLEXKY01AS12-01_E114/1/42_527501888_LGS2INF0060XRP (Sys ID IBM0801),0.0,0.0,0.01,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS12-01,AMRPLEXKY01AS12-01_E114/1/43_527501952_LGS2INF0061XRP (Sys ID IBM0802),0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS12-01,AMRPLEXKY01AS12-01_E114/1/44_527502016_LGS2INF0061XRP (Sys ID IBM0802),0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS12-01,AMRPLEXKY01AS12-01_E114/1/45_527502080_LGS2INF0062XRP (Sys ID IBM0803),0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS12-01,AMRPLEXKY01AS12-01_E114/1/46_527502144_LGS2INF0062XRP (Sys ID IBM0803),0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS12-01,AMRPLEXKY01AS12-01_port-channel1017_369099768_lgs2inf0021xwp,0.0,0.09,0.82,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS12-01,AMRPLEXKY01AS12-01_port-channel1023_369099774_las2app1040xwp,0.0,0.0,0.01,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS12-01,AMRPLEXKY01AS12-01_port-channel110_369098861_AS11-01fx110,0.0,0.0,0.02,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS12-01,AMRPLEXKY01AS12-01_port-channel1223_369099974_LGS2VIO2001PPP (Sys ID IBM0754),0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS12-01,AMRPLEXKY01AS12-01_port-channel1225_369099976_LGS2VIO2302PPP (Sys ID IBM0761),0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS12-01,AMRPLEXKY01AS12-01_port-channel1421_369100172_LGS2INF0004ARP  (Sys ID ibm0409),0.0,0.05,0.45,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS12-01,AMRPLEXKY01AS12-01_port-channel1441_369100192_LGS2INF0060XRP (Sys ID IBM0801),0.0,0.02,0.17,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS12-01,AMRPLEXKY01AS12-01_port-channel1443_369100194_LGS2INF0061XRP (Sys ID IBM0802),0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS12-01,AMRPLEXKY01AS12-01_port-channel1445_369100196_LGS2INF0062XRP (Sys ID IBM0803),0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS12-01,AMRPLEXKY01AS12-01_port-channel430_369099181_LGS2INF2002XFP (SYS ID IBM0592),0.0,0.0,0.01,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS12-01,AMRPLEXKY01AS12-01_port-channel442_369099193_las2app2011xwp,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS12-01,AMRPLEXKY01AS12-01_port-channel446_369099197_las2app2014xwp,0.0,0.0,0.01,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS12-01,AMRPLEXKY01AS12-01_port-channel627_369099378_las2app2636xwp (Sys ID 2350519),0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS12-01,AMRPLEXKY01AS12-01_port-channel642_369099393_LGS2VIO2101PPP (Sys ID IBM0756),0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS12-01,AMRPLEXKY01AS12-01_port-channel645_369099396_las2app2084xrp (Sys ID 2016779),0.0,0.0,0.01,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS12-01,AMRPLEXKY01AS12-01_port-channel814_369099565_LGS2VIO2201PPP (Sys ID IBM0758),0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS12-01,AMRPLEXKY01AS12-01_port-channel827_369099578_lgs2inf0020xwp,0.0,0.03,0.37,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS12-01,AMRPLEXKY01AS12-01_port-channel843_369099594_lgs2inf0022xwp,0.0,0.04,0.39,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS13-01,AMRPLEXKY01AS13-01_E1/14_436214272_AS13-01fx105,0.0,0.04,0.06,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS13-01,AMRPLEXKY01AS13-01_E1/25_436219904_AS13-01fx111,0.0,0.04,0.49,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS13-01,AMRPLEXKY01AS13-01_E1/27_436220928_AS13-01fx113,0.0,0.01,0.1,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS13-01,AMRPLEXKY01AS13-01_E1/28_436221440_AS13-01fx113,0.0,0.01,0.12,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS13-01,AMRPLEXKY01AS13-01_E101/1/1_526647296_las2app2549xrp (Sys ID 2249107),0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS13-01,AMRPLEXKY01AS13-01_E101/1/17_526648320_las2dba2646xwp (Sys ID 2433484),0.0,0.01,0.07,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS13-01,AMRPLEXKY01AS13-01_E101/1/24_526648768_las5dba2647xwp (Sys ID 2433494),0.0,0.0,0.01,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS13-01,AMRPLEXKY01AS13-01_E101/1/27_526648960_las2dba2645xwp (Sys ID 2433483),0.0,0.0,0.04,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS13-01,AMRPLEXKY01AS13-01_E101/1/33_526649344_LGS2ESX3004XVP (Sys ID IBM0833),0.0,0.02,0.23,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS13-01,AMRPLEXKY01AS13-01_E101/1/34_526649408_LGS2ESX3005XVP (Sys ID IBM0835),0.0,0.0,0.03,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS13-01,AMRPLEXKY01AS13-01_E101/1/36_526649536_LGS2ESX3007XVP (Sys ID IBM0837),0.0,0.05,0.54,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS13-01,AMRPLEXKY01AS13-01_E101/1/37_526649600_las2dba2656xwp (Sys ID 2433507),0.0,0.01,0.06,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS13-01,AMRPLEXKY01AS13-01_E101/1/39_526649728_lgs2inf0020xwp,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS13-01,AMRPLEXKY01AS13-01_E101/1/40_526649792_lgs2inf0022xwp,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS13-01,AMRPLEXKY01AS13-01_E101/1/41_526649856_LGS2INF2013XRP,0.0,0.0,0.03,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS13-01,AMRPLEXKY01AS13-01_E101/1/44_526650048_LGS2ESX3008XVP (Sys ID IBM0838),0.0,0.0,0.03,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS13-01,AMRPLEXKY01AS13-01_E101/1/45_526650112_LGS2ESX3009XVP (Sys ID IBM0839),0.0,0.07,0.77,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS13-01,AMRPLEXKY01AS13-01_E103/1/2_526778432_Oracle ZDLRA - DB Server 2 Backup Admin,0.0,0.0,0.03,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS13-01,AMRPLEXKY01AS13-01_E103/1/39_526780800_LGS2INF2002XFP (SYS ID IBM0592),0.0,0.0,0.03,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS13-01,AMRPLEXKY01AS13-01_E105/1/19_526910592_las2app2012xwp,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS13-01,AMRPLEXKY01AS13-01_E105/1/20_526910656_las1app2240xrp (Sys ID 2163618),0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS13-01,AMRPLEXKY01AS13-01_E107/1/1_527040512_LGS2ESX3301XVP (Sys ID IBM0861),0.0,0.0,0.03,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS13-01,AMRPLEXKY01AS13-01_E107/1/17_527041536_las2app2011xwp,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS13-01,AMRPLEXKY01AS13-01_E107/1/18_527041600_las2app2013xwp,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS13-01,AMRPLEXKY01AS13-01_E107/1/19_527041664_las2app2014xwp,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS13-01,AMRPLEXKY01AS13-01_E107/1/2_527040576_LGS2ESX3302XVP (Sys ID IBM0862),0.0,0.0,0.03,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS13-01,AMRPLEXKY01AS13-01_E107/1/23_527041920_lgs2inf0021xwp,0.0,0.0,0.01,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS13-01,AMRPLEXKY01AS13-01_E107/1/25_527042048_LGS2ESX3001XVP (Sys ID IBM0868),0.0,0.07,0.79,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS13-01,AMRPLEXKY01AS13-01_E107/1/27_527042176_LGS2ESX3003XVP (Sys ID IBM0833),0.0,0.0,0.03,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS13-01,AMRPLEXKY01AS13-01_E107/1/3_527040640_LGS2ESX3303XVP (Sys ID IBM0863),0.0,0.0,0.03,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS13-01,AMRPLEXKY01AS13-01_E107/1/7_527040896_las1app2241xrp (Sys ID 21636190),0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS13-01,AMRPLEXKY01AS13-01_E109/1/14_527172416_las2app2084xrp (Sys ID 2016779),0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS13-01,AMRPLEXKY01AS13-01_E109/1/15_527172480_LGS2ESX3012XVP (Sys ID IBM0842),0.0,0.0,0.03,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS13-01,AMRPLEXKY01AS13-01_E109/1/16_527172544_LGS2ESX3013XVP (Sys ID IBM0843),0.0,0.0,0.03,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS13-01,AMRPLEXKY01AS13-01_E109/1/17_527172608_LGS2ESX3014XVP (Sys ID IBM0844),0.0,0.0,0.03,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS13-01,AMRPLEXKY01AS13-01_E109/1/28_527173312_las2app2548xrp (Sys ID 2249106),0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS13-01,AMRPLEXKY01AS13-01_E109/1/3_527171712_las2app2546xrp (Sys ID 2249104),0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS13-01,AMRPLEXKY01AS13-01_E113/1/14_527434560_las1dba2038xwp (Sys ID 2231382),0.0,0.03,0.41,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS13-01,AMRPLEXKY01AS13-01_E113/1/25_527435264_las1dba2037xwp (Sys ID 2250109),0.0,0.04,0.46,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS13-01,AMRPLEXKY01AS13-01_E113/1/26_527435328_las1dba2037xwp (Sys ID 2250109),0.0,0.03,0.37,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS13-01,AMRPLEXKY01AS13-01_E115/1/20_527566016_LGS2INF2001AFP,0.0,0.0,0.03,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS13-01,AMRPLEXKY01AS13-01_E115/1/39_527567232_lexauvccdcr34 S/N USE309WV1K 269-118  (Ro,0.0,0.02,0.27,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS13-01,AMRPLEXKY01AS13-01_E115/1/9_527565312_LGS2INF0004ARP  (Sys ID ibm0409),0.0,0.0,0.02,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS13-01,AMRPLEXKY01AS13-01_port-channel1003_369099754_las2app2546xrp (Sys ID 2249104),0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS13-01,AMRPLEXKY01AS13-01_port-channel1014_369099765_las2app2084xrp (Sys ID 2016779),0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS13-01,AMRPLEXKY01AS13-01_port-channel1028_369099779_las2app2548xrp (Sys ID 2249106),0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS13-01,AMRPLEXKY01AS13-01_port-channel111_369098862_AS13-01fx111,0.0,0.04,0.28,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS13-01,AMRPLEXKY01AS13-01_port-channel1414_369100165_las1dba2038xwp (Sys ID 2231382),0.0,0.03,0.41,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS13-01,AMRPLEXKY01AS13-01_port-channel1425_369100176_las1dba2037xwp (Sys ID 2250109),0.0,0.04,0.46,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS13-01,AMRPLEXKY01AS13-01_port-channel1426_369100177_las1dba2037xwp (Sys ID 2250109),0.0,0.03,0.37,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS13-01,AMRPLEXKY01AS13-01_port-channel1609_369100360_LGS2INF0004ARP  (Sys ID ibm0409),0.0,0.0,0.02,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS13-01,AMRPLEXKY01AS13-01_port-channel201_369098952_las2app2549xrp (Sys ID 2249107),0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS13-01,AMRPLEXKY01AS13-01_port-channel217_369098968_las2dba2646xwp (Sys ID 2433484),0.0,0.01,0.07,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS13-01,AMRPLEXKY01AS13-01_port-channel224_369098975_las5dba2647xwp (Sys ID 2433494),0.0,0.0,0.01,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS13-01,AMRPLEXKY01AS13-01_port-channel227_369098978_las2dba2645xwp (Sys ID 2433483),0.0,0.0,0.04,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS13-01,AMRPLEXKY01AS13-01_port-channel237_369098988_las2dba2656xwp (Sys ID 2433507),0.0,0.0,0.03,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS13-01,AMRPLEXKY01AS13-01_port-channel239_369098990_lgs2inf0020xwp,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS13-01,AMRPLEXKY01AS13-01_port-channel240_369098991_lgs2inf0022xwp,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS13-01,AMRPLEXKY01AS13-01_port-channel619_369099370_las2app2012xwp,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS13-01,AMRPLEXKY01AS13-01_port-channel620_369099371_las1app2240xrp (Sys ID 2163618),0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS13-01,AMRPLEXKY01AS13-01_port-channel807_369099558_las1app2241xrp (Sys ID 21636190),0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS13-01,AMRPLEXKY01AS13-01_port-channel817_369099568_las2app2011xwp,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS13-01,AMRPLEXKY01AS13-01_port-channel818_369099569_las2app2013xwp,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS13-01,AMRPLEXKY01AS13-01_port-channel819_369099570_las2app2014xwp,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS13-01,AMRPLEXKY01AS13-01_port-channel823_369099574_lgs2inf0021xwp,0.0,0.0,0.01,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS14-01,AMRPLEXKY01AS14-01_E1/14_436214272_AS13-01fx106,0.0,0.02,0.03,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS14-01,AMRPLEXKY01AS14-01_E1/15_436214784_AS13-01fx106,0.0,0.02,0.03,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS14-01,AMRPLEXKY01AS14-01_E1/18_436216320_AS13-01fx108,0.0,0.0,0.01,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS14-01,AMRPLEXKY01AS14-01_E1/2_436208128_to AMRPLEXKY01AG04-01 e3/16,0.0,0.02,0.16,0.0,0.0,0.0,0.0
